CustomerID,Recency,Frequency,Monetary,Segment,CLV_Segment
15652.0,-0.5270946004056741,-0.099120117301525,-0.1084571772810437,0,Low CLV
15492.0,-0.82806789212901,-0.3297421186862844,-0.1600895980987434,0,Low CLV
16362.0,-0.8089584767814967,-0.0222461168399385,-0.1405815438238613,0,Low CLV
17299.0,-0.9045055535190636,-0.0222461168399385,-0.1358897848404004,0,Low CLV
15913.0,1.5892731493314345,-0.4066161191478709,-0.2044122665632697,1,Very Low CLV
14613.0,2.286766809515673,-0.4066161191478709,-0.1996607918160621,1,Very Low CLV
14818.0,-0.608309615632606,-0.0222461168399385,-0.1254171327733259,0,Low CLV
16490.0,1.121092473317356,-0.4066161191478709,-0.1909008964273584,1,Very Low CLV
17191.0,-0.82806789212901,0.6696198873143396,0.1233288811134799,0,Low CLV
16382.0,0.9873265658847624,-0.3297421186862844,-0.1808788269412817,1,Very Low CLV
12557.0,-0.8853961381715503,0.1315018840832344,1.0652154438665369,0,Low CLV
15297.0,-0.9140602611928204,-0.2528681182246979,-0.1612784846678819,0,Low CLV
16899.0,-0.923614968866577,0.1315018840832344,-0.0880533865499613,0,Low CLV
13584.0,0.5048138283600492,-0.2528681182246979,-0.1782085822782908,1,Very Low CLV
12420.0,-0.6560831540013895,-0.4066161191478709,-0.1640980187402395,0,Low CLV
15808.0,0.5000364745231708,1.1308638900838586,1.0444363938473646,4,Mid CLV
14872.0,1.3504054574875168,-0.2528681182246979,-0.1494262627406143,1,Very Low CLV
15839.0,-0.8041811229446183,-0.2528681182246979,-0.133690480405139,0,Low CLV
14882.0,-0.8328452459658884,0.5927458868527532,0.0413622094889142,0,Low CLV
14398.0,0.9538850890266138,-0.3297421186862844,-0.1568099812102467,1,Very Low CLV
13746.0,1.0159906889060324,-0.4066161191478709,-0.1928498018078183,1,Very Low CLV
16068.0,1.875914379544135,-0.4066161191478709,-0.1964978921021611,1,Very Low CLV
17889.0,0.050965213856606,0.0546278836216479,-0.1522580114010109,0,Low CLV
16935.0,0.8631153661259252,-0.2528681182246979,-0.1685285212573087,1,Very Low CLV
18102.0,-0.9570564457247256,10.66323994732058,41.10908046747515,3,Very High CLV
18156.0,-0.8997281996821853,-0.3297421186862844,-0.1409730892293367,0,Low CLV
15803.0,-0.718188753880808,-0.1759941177631115,-0.0738953218362024,0,Low CLV
12460.0,1.216639550054923,-0.4066161191478709,-0.1826736927948041,1,Very Low CLV
17384.0,-0.8710640766609151,-0.2528681182246979,-0.1703980318155145,0,Low CLV
14426.0,-0.8471773074765234,0.8233678882375126,0.5910044208954386,4,Mid CLV
14653.0,-0.9570564457247256,0.4389978859295803,0.0404386509155138,0,Low CLV
15444.0,-0.9188376150296986,-0.3297421186862844,-0.1085983236317177,0,Low CLV
16600.0,-0.9427243842140904,0.5158718863911668,-0.058711910315384,0,Low CLV
17015.0,-0.8232905382921317,-0.2528681182246979,-0.0798058252706752,0,Low CLV
14068.0,0.5669194282394676,-0.1759941177631115,-0.101126388692914,1,Very Low CLV
16080.0,-0.5700907849375793,-0.1759941177631115,-0.163950765095546,0,Low CLV
14860.0,-0.8710640766609151,-0.4066161191478709,-0.1932820625067574,0,Low CLV
18092.0,-0.9522790918878472,0.900241888699099,0.8930779689844807,4,Mid CLV
